image$caption
synthetic_image_1.png$[{'name': 'green', 'keypoint': {'x': 298, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 117, 'y': 413}}, {'name': 'orange', 'keypoint': {'x': 426, 'y': 619}}, {'name': 'blue', 'keypoint': {'x': 87, 'y': 367}}, {'name': 'green', 'keypoint': {'x': 240, 'y': 366}}, {'name': 'blue', 'keypoint': {'x': 430, 'y': 476}}, {'name': 'green', 'keypoint': {'x': 157, 'y': 374}}, {'name': 'blue', 'keypoint': {'x': 25, 'y': 457}}, {'name': 'green', 'keypoint': {'x': 424, 'y': 371}}, {'name': 'green', 'keypoint': {'x': 401, 'y': 475}}]
synthetic_image_42.png$[{'name': 'green', 'keypoint': {'x': 471, 'y': 604}}, {'name': 'blue', 'keypoint': {'x': 66, 'y': 541}}, {'name': 'yellow', 'keypoint': {'x': 254, 'y': 631}}, {'name': 'orange', 'keypoint': {'x': 554, 'y': 492}}, {'name': 'yellow', 'keypoint': {'x': 381, 'y': 377}}, {'name': 'green', 'keypoint': {'x': 60, 'y': 621}}, {'name': 'orange', 'keypoint': {'x': 558, 'y': 525}}, {'name': 'orange', 'keypoint': {'x': 134, 'y': 381}}, {'name': 'blue', 'keypoint': {'x': 363, 'y': 601}}, {'name': 'orange', 'keypoint': {'x': 346, 'y': 399}}]
synthetic_image_43.png$[{'name': 'orange', 'keypoint': {'x': 556, 'y': 446}}, {'name': 'yellow', 'keypoint': {'x': 182, 'y': 518}}, {'name': 'yellow', 'keypoint': {'x': 125, 'y': 442}}, {'name': 'green', 'keypoint': {'x': 366, 'y': 613}}, {'name': 'green', 'keypoint': {'x': 75, 'y': 423}}, {'name': 'orange', 'keypoint': {'x': 580, 'y': 566}}, {'name': 'orange', 'keypoint': {'x': 1, 'y': 526}}, {'name': 'green', 'keypoint': {'x': 107, 'y': 598}}, {'name': 'yellow', 'keypoint': {'x': 23, 'y': 581}}, {'name': 'yellow', 'keypoint': {'x': 214, 'y': 582}}]
synthetic_image_44.png$[{'name': 'blue', 'keypoint': {'x': 562, 'y': 499}}, {'name': 'yellow', 'keypoint': {'x': 128, 'y': 558}}, {'name': 'yellow', 'keypoint': {'x': 28, 'y': 556}}, {'name': 'green', 'keypoint': {'x': 451, 'y': 437}}, {'name': 'orange', 'keypoint': {'x': 166, 'y': 617}}, {'name': 'blue', 'keypoint': {'x': 111, 'y': 435}}, {'name': 'blue', 'keypoint': {'x': 167, 'y': 531}}, {'name': 'yellow', 'keypoint': {'x': 696, 'y': 481}}, {'name': 'orange', 'keypoint': {'x': 53, 'y': 484}}, {'name': 'yellow', 'keypoint': {'x': 233, 'y': 626}}]
synthetic_image_45.png$[{'name': 'yellow', 'keypoint': {'x': 449, 'y': 627}}, {'name': 'yellow', 'keypoint': {'x': 589, 'y': 459}}, {'name': 'yellow', 'keypoint': {'x': 188, 'y': 608}}, {'name': 'blue', 'keypoint': {'x': 572, 'y': 573}}, {'name': 'green', 'keypoint': {'x': 679, 'y': 622}}, {'name': 'yellow', 'keypoint': {'x': 532, 'y': 473}}, {'name': 'orange', 'keypoint': {'x': 424, 'y': 611}}, {'name': 'yellow', 'keypoint': {'x': 362, 'y': 481}}, {'name': 'green', 'keypoint': {'x': 343, 'y': 486}}, {'name': 'green', 'keypoint': {'x': 683, 'y': 611}}]
synthetic_image_46.png$[{'name': 'yellow', 'keypoint': {'x': 392, 'y': 471}}, {'name': 'orange', 'keypoint': {'x': 490, 'y': 394}}, {'name': 'blue', 'keypoint': {'x': 548, 'y': 419}}, {'name': 'yellow', 'keypoint': {'x': 144, 'y': 414}}, {'name': 'green', 'keypoint': {'x': 280, 'y': 440}}, {'name': 'orange', 'keypoint': {'x': 670, 'y': 440}}, {'name': 'orange', 'keypoint': {'x': 195, 'y': 371}}, {'name': 'orange', 'keypoint': {'x': 230, 'y': 449}}, {'name': 'yellow', 'keypoint': {'x': 285, 'y': 399}}, {'name': 'blue', 'keypoint': {'x': 41, 'y': 594}}]
synthetic_image_47.png$[{'name': 'blue', 'keypoint': {'x': 473, 'y': 389}}, {'name': 'orange', 'keypoint': {'x': 310, 'y': 585}}, {'name': 'yellow', 'keypoint': {'x': 427, 'y': 621}}, {'name': 'yellow', 'keypoint': {'x': 350, 'y': 533}}, {'name': 'green', 'keypoint': {'x': 288, 'y': 604}}, {'name': 'blue', 'keypoint': {'x': 398, 'y': 526}}, {'name': 'blue', 'keypoint': {'x': 496, 'y': 449}}, {'name': 'orange', 'keypoint': {'x': 499, 'y': 576}}, {'name': 'blue', 'keypoint': {'x': 580, 'y': 408}}, {'name': 'orange', 'keypoint': {'x': 299, 'y': 383}}]
synthetic_image_48.png$[{'name': 'orange', 'keypoint': {'x': 52, 'y': 471}}, {'name': 'green', 'keypoint': {'x': 203, 'y': 483}}, {'name': 'blue', 'keypoint': {'x': 287, 'y': 411}}, {'name': 'orange', 'keypoint': {'x': 386, 'y': 535}}, {'name': 'blue', 'keypoint': {'x': 350, 'y': 365}}, {'name': 'orange', 'keypoint': {'x': 619, 'y': 538}}, {'name': 'yellow', 'keypoint': {'x': 483, 'y': 411}}, {'name': 'green', 'keypoint': {'x': 213, 'y': 452}}, {'name': 'yellow', 'keypoint': {'x': 194, 'y': 364}}, {'name': 'blue', 'keypoint': {'x': 403, 'y': 582}}]
synthetic_image_49.png$[{'name': 'orange', 'keypoint': {'x': 70, 'y': 630}}, {'name': 'orange', 'keypoint': {'x': 620, 'y': 598}}, {'name': 'blue', 'keypoint': {'x': 611, 'y': 529}}, {'name': 'green', 'keypoint': {'x': 45, 'y': 425}}, {'name': 'yellow', 'keypoint': {'x': 66, 'y': 457}}, {'name': 'blue', 'keypoint': {'x': 676, 'y': 432}}, {'name': 'orange', 'keypoint': {'x': 536, 'y': 519}}, {'name': 'yellow', 'keypoint': {'x': 355, 'y': 475}}, {'name': 'blue', 'keypoint': {'x': 654, 'y': 433}}, {'name': 'yellow', 'keypoint': {'x': 73, 'y': 607}}]
synthetic_image_50.png$[{'name': 'yellow', 'keypoint': {'x': 540, 'y': 368}}, {'name': 'blue', 'keypoint': {'x': 205, 'y': 522}}, {'name': 'blue', 'keypoint': {'x': 289, 'y': 491}}, {'name': 'green', 'keypoint': {'x': 55, 'y': 626}}, {'name': 'yellow', 'keypoint': {'x': 300, 'y': 398}}, {'name': 'green', 'keypoint': {'x': 186, 'y': 416}}, {'name': 'green', 'keypoint': {'x': 380, 'y': 623}}, {'name': 'blue', 'keypoint': {'x': 203, 'y': 447}}, {'name': 'orange', 'keypoint': {'x': 194, 'y': 430}}, {'name': 'orange', 'keypoint': {'x': 507, 'y': 458}}]
synthetic_image_51.png$[{'name': 'yellow', 'keypoint': {'x': 481, 'y': 632}}, {'name': 'orange', 'keypoint': {'x': 15, 'y': 499}}, {'name': 'orange', 'keypoint': {'x': 581, 'y': 553}}, {'name': 'orange', 'keypoint': {'x': 75, 'y': 611}}, {'name': 'green', 'keypoint': {'x': 362, 'y': 464}}, {'name': 'blue', 'keypoint': {'x': 381, 'y': 493}}, {'name': 'yellow', 'keypoint': {'x': 506, 'y': 421}}, {'name': 'yellow', 'keypoint': {'x': 709, 'y': 432}}, {'name': 'blue', 'keypoint': {'x': 502, 'y': 593}}, {'name': 'green', 'keypoint': {'x': 272, 'y': 365}}]
synthetic_image_52.png$[{'name': 'yellow', 'keypoint': {'x': 510, 'y': 461}}, {'name': 'yellow', 'keypoint': {'x': 321, 'y': 571}}, {'name': 'yellow', 'keypoint': {'x': 53, 'y': 419}}, {'name': 'yellow', 'keypoint': {'x': 622, 'y': 401}}, {'name': 'blue', 'keypoint': {'x': 138, 'y': 546}}, {'name': 'orange', 'keypoint': {'x': 190, 'y': 519}}, {'name': 'green', 'keypoint': {'x': 425, 'y': 398}}, {'name': 'orange', 'keypoint': {'x': 524, 'y': 548}}, {'name': 'yellow', 'keypoint': {'x': 319, 'y': 505}}, {'name': 'yellow', 'keypoint': {'x': 395, 'y': 423}}]
synthetic_image_53.png$[{'name': 'green', 'keypoint': {'x': 71, 'y': 382}}, {'name': 'orange', 'keypoint': {'x': 306, 'y': 565}}, {'name': 'blue', 'keypoint': {'x': 531, 'y': 517}}, {'name': 'orange', 'keypoint': {'x': 389, 'y': 405}}, {'name': 'yellow', 'keypoint': {'x': 694, 'y': 423}}, {'name': 'blue', 'keypoint': {'x': 333, 'y': 503}}, {'name': 'yellow', 'keypoint': {'x': 455, 'y': 591}}, {'name': 'blue', 'keypoint': {'x': 247, 'y': 621}}, {'name': 'orange', 'keypoint': {'x': 605, 'y': 538}}, {'name': 'orange', 'keypoint': {'x': 289, 'y': 605}}]
synthetic_image_54.png$[{'name': 'blue', 'keypoint': {'x': 446, 'y': 546}}, {'name': 'orange', 'keypoint': {'x': 413, 'y': 494}}, {'name': 'orange', 'keypoint': {'x': 178, 'y': 571}}, {'name': 'yellow', 'keypoint': {'x': 416, 'y': 516}}, {'name': 'yellow', 'keypoint': {'x': 631, 'y': 384}}, {'name': 'orange', 'keypoint': {'x': 400, 'y': 438}}, {'name': 'green', 'keypoint': {'x': 258, 'y': 431}}, {'name': 'yellow', 'keypoint': {'x': 46, 'y': 540}}, {'name': 'orange', 'keypoint': {'x': 534, 'y': 627}}, {'name': 'orange', 'keypoint': {'x': 472, 'y': 415}}]
synthetic_image_55.png$[{'name': 'orange', 'keypoint': {'x': 611, 'y': 622}}, {'name': 'orange', 'keypoint': {'x': 160, 'y': 602}}, {'name': 'yellow', 'keypoint': {'x': 648, 'y': 523}}, {'name': 'orange', 'keypoint': {'x': 405, 'y': 360}}, {'name': 'green', 'keypoint': {'x': 657, 'y': 566}}, {'name': 'orange', 'keypoint': {'x': 264, 'y': 549}}, {'name': 'blue', 'keypoint': {'x': 22, 'y': 615}}, {'name': 'orange', 'keypoint': {'x': 408, 'y': 566}}, {'name': 'yellow', 'keypoint': {'x': 598, 'y': 617}}, {'name': 'green', 'keypoint': {'x': 529, 'y': 545}}]
synthetic_image_56.png$[{'name': 'yellow', 'keypoint': {'x': 510, 'y': 398}}, {'name': 'green', 'keypoint': {'x': 640, 'y': 577}}, {'name': 'orange', 'keypoint': {'x': 81, 'y': 609}}, {'name': 'green', 'keypoint': {'x': 300, 'y': 459}}, {'name': 'blue', 'keypoint': {'x': 281, 'y': 563}}, {'name': 'green', 'keypoint': {'x': 680, 'y': 506}}, {'name': 'orange', 'keypoint': {'x': 349, 'y': 487}}, {'name': 'green', 'keypoint': {'x': 538, 'y': 383}}, {'name': 'blue', 'keypoint': {'x': 636, 'y': 617}}, {'name': 'yellow', 'keypoint': {'x': 233, 'y': 387}}]
synthetic_image_57.png$[{'name': 'yellow', 'keypoint': {'x': 143, 'y': 578}}, {'name': 'yellow', 'keypoint': {'x': 718, 'y': 446}}, {'name': 'yellow', 'keypoint': {'x': 127, 'y': 472}}, {'name': 'yellow', 'keypoint': {'x': 644, 'y': 435}}, {'name': 'yellow', 'keypoint': {'x': 672, 'y': 580}}, {'name': 'orange', 'keypoint': {'x': 68, 'y': 419}}, {'name': 'green', 'keypoint': {'x': 637, 'y': 555}}, {'name': 'green', 'keypoint': {'x': 285, 'y': 600}}, {'name': 'orange', 'keypoint': {'x': 207, 'y': 432}}, {'name': 'green', 'keypoint': {'x': 279, 'y': 445}}]
synthetic_image_58.png$[{'name': 'yellow', 'keypoint': {'x': 48, 'y': 456}}, {'name': 'blue', 'keypoint': {'x': 503, 'y': 633}}, {'name': 'orange', 'keypoint': {'x': 173, 'y': 386}}, {'name': 'green', 'keypoint': {'x': 467, 'y': 577}}, {'name': 'orange', 'keypoint': {'x': 619, 'y': 425}}, {'name': 'blue', 'keypoint': {'x': 47, 'y': 597}}, {'name': 'green', 'keypoint': {'x': 704, 'y': 547}}, {'name': 'blue', 'keypoint': {'x': 65, 'y': 513}}, {'name': 'blue', 'keypoint': {'x': 150, 'y': 619}}, {'name': 'yellow', 'keypoint': {'x': 612, 'y': 567}}]
synthetic_image_59.png$[{'name': 'green', 'keypoint': {'x': 685, 'y': 413}}, {'name': 'yellow', 'keypoint': {'x': 532, 'y': 609}}, {'name': 'orange', 'keypoint': {'x': 183, 'y': 498}}, {'name': 'blue', 'keypoint': {'x': 681, 'y': 572}}, {'name': 'orange', 'keypoint': {'x': 579, 'y': 410}}, {'name': 'blue', 'keypoint': {'x': 119, 'y': 413}}, {'name': 'green', 'keypoint': {'x': 423, 'y': 531}}, {'name': 'green', 'keypoint': {'x': 428, 'y': 475}}, {'name': 'yellow', 'keypoint': {'x': 88, 'y': 395}}, {'name': 'blue', 'keypoint': {'x': 77, 'y': 588}}]
synthetic_image_60.png$[{'name': 'blue', 'keypoint': {'x': 647, 'y': 470}}, {'name': 'yellow', 'keypoint': {'x': 537, 'y': 566}}, {'name': 'green', 'keypoint': {'x': 401, 'y': 367}}, {'name': 'blue', 'keypoint': {'x': 1, 'y': 367}}, {'name': 'orange', 'keypoint': {'x': 322, 'y': 505}}, {'name': 'orange', 'keypoint': {'x': 339, 'y': 373}}, {'name': 'blue', 'keypoint': {'x': 427, 'y': 577}}, {'name': 'blue', 'keypoint': {'x': 201, 'y': 489}}, {'name': 'orange', 'keypoint': {'x': 688, 'y': 474}}, {'name': 'blue', 'keypoint': {'x': 364, 'y': 448}}]
synthetic_image_61.png$[{'name': 'orange', 'keypoint': {'x': 3, 'y': 505}}, {'name': 'blue', 'keypoint': {'x': 226, 'y': 551}}, {'name': 'orange', 'keypoint': {'x': 474, 'y': 366}}, {'name': 'orange', 'keypoint': {'x': 460, 'y': 603}}, {'name': 'yellow', 'keypoint': {'x': 313, 'y': 456}}, {'name': 'blue', 'keypoint': {'x': 656, 'y': 416}}, {'name': 'orange', 'keypoint': {'x': 26, 'y': 489}}, {'name': 'green', 'keypoint': {'x': 234, 'y': 581}}, {'name': 'orange', 'keypoint': {'x': 405, 'y': 389}}, {'name': 'yellow', 'keypoint': {'x': 352, 'y': 517}}]
synthetic_image_62.png$[{'name': 'blue', 'keypoint': {'x': 488, 'y': 526}}, {'name': 'blue', 'keypoint': {'x': 603, 'y': 530}}, {'name': 'blue', 'keypoint': {'x': 711, 'y': 501}}, {'name': 'blue', 'keypoint': {'x': 675, 'y': 524}}, {'name': 'yellow', 'keypoint': {'x': 399, 'y': 590}}, {'name': 'green', 'keypoint': {'x': 396, 'y': 366}}, {'name': 'green', 'keypoint': {'x': 227, 'y': 567}}, {'name': 'blue', 'keypoint': {'x': 665, 'y': 460}}, {'name': 'orange', 'keypoint': {'x': 418, 'y': 619}}, {'name': 'orange', 'keypoint': {'x': 202, 'y': 631}}]
synthetic_image_63.png$[{'name': 'yellow', 'keypoint': {'x': 326, 'y': 560}}, {'name': 'blue', 'keypoint': {'x': 357, 'y': 616}}, {'name': 'yellow', 'keypoint': {'x': 268, 'y': 484}}, {'name': 'green', 'keypoint': {'x': 670, 'y': 458}}, {'name': 'blue', 'keypoint': {'x': 560, 'y': 410}}, {'name': 'orange', 'keypoint': {'x': 320, 'y': 570}}, {'name': 'blue', 'keypoint': {'x': 203, 'y': 435}}, {'name': 'orange', 'keypoint': {'x': 308, 'y': 593}}, {'name': 'yellow', 'keypoint': {'x': 95, 'y': 619}}, {'name': 'orange', 'keypoint': {'x': 506, 'y': 470}}]
synthetic_image_64.png$[{'name': 'orange', 'keypoint': {'x': 637, 'y': 473}}, {'name': 'green', 'keypoint': {'x': 649, 'y': 374}}, {'name': 'blue', 'keypoint': {'x': 137, 'y': 591}}, {'name': 'yellow', 'keypoint': {'x': 343, 'y': 482}}, {'name': 'blue', 'keypoint': {'x': 153, 'y': 541}}, {'name': 'orange', 'keypoint': {'x': 669, 'y': 549}}, {'name': 'yellow', 'keypoint': {'x': 88, 'y': 443}}, {'name': 'orange', 'keypoint': {'x': 420, 'y': 505}}, {'name': 'green', 'keypoint': {'x': 457, 'y': 607}}, {'name': 'yellow', 'keypoint': {'x': 51, 'y': 591}}]
synthetic_image_65.png$[{'name': 'orange', 'keypoint': {'x': 68, 'y': 402}}, {'name': 'orange', 'keypoint': {'x': 99, 'y': 623}}, {'name': 'green', 'keypoint': {'x': 650, 'y': 585}}, {'name': 'yellow', 'keypoint': {'x': 4, 'y': 511}}, {'name': 'orange', 'keypoint': {'x': 300, 'y': 598}}, {'name': 'blue', 'keypoint': {'x': 428, 'y': 589}}, {'name': 'green', 'keypoint': {'x': 630, 'y': 554}}, {'name': 'yellow', 'keypoint': {'x': 200, 'y': 379}}, {'name': 'green', 'keypoint': {'x': 181, 'y': 491}}, {'name': 'blue', 'keypoint': {'x': 130, 'y': 519}}]
synthetic_image_66.png$[{'name': 'yellow', 'keypoint': {'x': 554, 'y': 523}}, {'name': 'orange', 'keypoint': {'x': 294, 'y': 401}}, {'name': 'green', 'keypoint': {'x': 337, 'y': 436}}, {'name': 'yellow', 'keypoint': {'x': 570, 'y': 452}}, {'name': 'orange', 'keypoint': {'x': 705, 'y': 627}}, {'name': 'yellow', 'keypoint': {'x': 220, 'y': 467}}, {'name': 'green', 'keypoint': {'x': 264, 'y': 609}}, {'name': 'yellow', 'keypoint': {'x': 376, 'y': 411}}, {'name': 'yellow', 'keypoint': {'x': 678, 'y': 447}}, {'name': 'green', 'keypoint': {'x': 698, 'y': 554}}]
synthetic_image_67.png$[{'name': 'yellow', 'keypoint': {'x': 211, 'y': 360}}, {'name': 'yellow', 'keypoint': {'x': 224, 'y': 608}}, {'name': 'green', 'keypoint': {'x': 207, 'y': 402}}, {'name': 'green', 'keypoint': {'x': 591, 'y': 575}}, {'name': 'green', 'keypoint': {'x': 687, 'y': 389}}, {'name': 'blue', 'keypoint': {'x': 510, 'y': 592}}, {'name': 'green', 'keypoint': {'x': 515, 'y': 484}}, {'name': 'orange', 'keypoint': {'x': 669, 'y': 565}}, {'name': 'blue', 'keypoint': {'x': 385, 'y': 557}}, {'name': 'green', 'keypoint': {'x': 155, 'y': 603}}]
synthetic_image_68.png$[{'name': 'green', 'keypoint': {'x': 489, 'y': 625}}, {'name': 'orange', 'keypoint': {'x': 547, 'y': 422}}, {'name': 'blue', 'keypoint': {'x': 342, 'y': 492}}, {'name': 'blue', 'keypoint': {'x': 346, 'y': 400}}, {'name': 'yellow', 'keypoint': {'x': 19, 'y': 373}}, {'name': 'yellow', 'keypoint': {'x': 294, 'y': 499}}, {'name': 'blue', 'keypoint': {'x': 420, 'y': 373}}, {'name': 'yellow', 'keypoint': {'x': 268, 'y': 379}}, {'name': 'blue', 'keypoint': {'x': 213, 'y': 458}}, {'name': 'green', 'keypoint': {'x': 576, 'y': 593}}]
synthetic_image_69.png$[{'name': 'green', 'keypoint': {'x': 25, 'y': 587}}, {'name': 'green', 'keypoint': {'x': 184, 'y': 406}}, {'name': 'yellow', 'keypoint': {'x': 553, 'y': 501}}, {'name': 'orange', 'keypoint': {'x': 213, 'y': 388}}, {'name': 'green', 'keypoint': {'x': 50, 'y': 534}}, {'name': 'yellow', 'keypoint': {'x': 701, 'y': 385}}, {'name': 'green', 'keypoint': {'x': 664, 'y': 603}}, {'name': 'orange', 'keypoint': {'x': 570, 'y': 579}}, {'name': 'yellow', 'keypoint': {'x': 214, 'y': 374}}, {'name': 'yellow', 'keypoint': {'x': 373, 'y': 376}}]
synthetic_image_70.png$[{'name': 'yellow', 'keypoint': {'x': 472, 'y': 631}}, {'name': 'green', 'keypoint': {'x': 689, 'y': 611}}, {'name': 'yellow', 'keypoint': {'x': 151, 'y': 475}}, {'name': 'green', 'keypoint': {'x': 676, 'y': 386}}, {'name': 'blue', 'keypoint': {'x': 218, 'y': 583}}, {'name': 'blue', 'keypoint': {'x': 105, 'y': 467}}, {'name': 'yellow', 'keypoint': {'x': 540, 'y': 483}}, {'name': 'blue', 'keypoint': {'x': 605, 'y': 555}}, {'name': 'blue', 'keypoint': {'x': 578, 'y': 605}}, {'name': 'blue', 'keypoint': {'x': 372, 'y': 432}}]
synthetic_image_71.png$[{'name': 'yellow', 'keypoint': {'x': 469, 'y': 548}}, {'name': 'blue', 'keypoint': {'x': 21, 'y': 466}}, {'name': 'yellow', 'keypoint': {'x': 555, 'y': 499}}, {'name': 'blue', 'keypoint': {'x': 338, 'y': 623}}, {'name': 'orange', 'keypoint': {'x': 264, 'y': 507}}, {'name': 'green', 'keypoint': {'x': 118, 'y': 558}}, {'name': 'yellow', 'keypoint': {'x': 599, 'y': 450}}, {'name': 'orange', 'keypoint': {'x': 324, 'y': 390}}, {'name': 'blue', 'keypoint': {'x': 697, 'y': 614}}, {'name': 'green', 'keypoint': {'x': 436, 'y': 576}}]
synthetic_image_72.png$[{'name': 'orange', 'keypoint': {'x': 540, 'y': 574}}, {'name': 'blue', 'keypoint': {'x': 590, 'y': 514}}, {'name': 'yellow', 'keypoint': {'x': 149, 'y': 622}}, {'name': 'yellow', 'keypoint': {'x': 642, 'y': 527}}, {'name': 'orange', 'keypoint': {'x': 238, 'y': 587}}, {'name': 'yellow', 'keypoint': {'x': 571, 'y': 630}}, {'name': 'yellow', 'keypoint': {'x': 705, 'y': 618}}, {'name': 'orange', 'keypoint': {'x': 281, 'y': 414}}, {'name': 'green', 'keypoint': {'x': 632, 'y': 549}}, {'name': 'blue', 'keypoint': {'x': 191, 'y': 372}}]
synthetic_image_73.png$[{'name': 'orange', 'keypoint': {'x': 205, 'y': 548}}, {'name': 'orange', 'keypoint': {'x': 212, 'y': 459}}, {'name': 'yellow', 'keypoint': {'x': 643, 'y': 604}}, {'name': 'yellow', 'keypoint': {'x': 497, 'y': 434}}, {'name': 'orange', 'keypoint': {'x': 79, 'y': 416}}, {'name': 'blue', 'keypoint': {'x': 22, 'y': 405}}, {'name': 'green', 'keypoint': {'x': 74, 'y': 421}}, {'name': 'green', 'keypoint': {'x': 415, 'y': 366}}, {'name': 'yellow', 'keypoint': {'x': 464, 'y': 493}}, {'name': 'green', 'keypoint': {'x': 510, 'y': 514}}]
synthetic_image_74.png$[{'name': 'yellow', 'keypoint': {'x': 79, 'y': 403}}, {'name': 'orange', 'keypoint': {'x': 574, 'y': 541}}, {'name': 'green', 'keypoint': {'x': 296, 'y': 589}}, {'name': 'yellow', 'keypoint': {'x': 349, 'y': 449}}, {'name': 'yellow', 'keypoint': {'x': 551, 'y': 592}}, {'name': 'yellow', 'keypoint': {'x': 693, 'y': 504}}, {'name': 'green', 'keypoint': {'x': 674, 'y': 470}}, {'name': 'green', 'keypoint': {'x': 720, 'y': 404}}, {'name': 'orange', 'keypoint': {'x': 18, 'y': 502}}, {'name': 'blue', 'keypoint': {'x': 184, 'y': 434}}]
synthetic_image_75.png$[{'name': 'orange', 'keypoint': {'x': 168, 'y': 471}}, {'name': 'yellow', 'keypoint': {'x': 661, 'y': 586}}, {'name': 'yellow', 'keypoint': {'x': 516, 'y': 479}}, {'name': 'orange', 'keypoint': {'x': 519, 'y': 609}}, {'name': 'green', 'keypoint': {'x': 696, 'y': 400}}, {'name': 'blue', 'keypoint': {'x': 451, 'y': 507}}, {'name': 'orange', 'keypoint': {'x': 281, 'y': 495}}, {'name': 'yellow', 'keypoint': {'x': 298, 'y': 489}}, {'name': 'blue', 'keypoint': {'x': 64, 'y': 447}}, {'name': 'blue', 'keypoint': {'x': 100, 'y': 617}}]
synthetic_image_76.png$[{'name': 'yellow', 'keypoint': {'x': 108, 'y': 482}}, {'name': 'blue', 'keypoint': {'x': 16, 'y': 454}}, {'name': 'green', 'keypoint': {'x': 175, 'y': 374}}, {'name': 'green', 'keypoint': {'x': 450, 'y': 468}}, {'name': 'green', 'keypoint': {'x': 166, 'y': 563}}, {'name': 'blue', 'keypoint': {'x': 661, 'y': 588}}, {'name': 'green', 'keypoint': {'x': 348, 'y': 631}}, {'name': 'orange', 'keypoint': {'x': 31, 'y': 557}}, {'name': 'orange', 'keypoint': {'x': 719, 'y': 515}}, {'name': 'yellow', 'keypoint': {'x': 320, 'y': 486}}]
synthetic_image_77.png$[{'name': 'yellow', 'keypoint': {'x': 112, 'y': 469}}, {'name': 'blue', 'keypoint': {'x': 302, 'y': 511}}, {'name': 'yellow', 'keypoint': {'x': 669, 'y': 502}}, {'name': 'green', 'keypoint': {'x': 596, 'y': 420}}, {'name': 'orange', 'keypoint': {'x': 509, 'y': 548}}, {'name': 'orange', 'keypoint': {'x': 216, 'y': 521}}, {'name': 'blue', 'keypoint': {'x': 357, 'y': 536}}, {'name': 'green', 'keypoint': {'x': 66, 'y': 407}}, {'name': 'green', 'keypoint': {'x': 210, 'y': 593}}, {'name': 'blue', 'keypoint': {'x': 56, 'y': 558}}]
synthetic_image_78.png$[{'name': 'orange', 'keypoint': {'x': 44, 'y': 521}}, {'name': 'orange', 'keypoint': {'x': 97, 'y': 363}}, {'name': 'orange', 'keypoint': {'x': 310, 'y': 534}}, {'name': 'orange', 'keypoint': {'x': 276, 'y': 595}}, {'name': 'yellow', 'keypoint': {'x': 103, 'y': 583}}, {'name': 'green', 'keypoint': {'x': 373, 'y': 598}}, {'name': 'orange', 'keypoint': {'x': 499, 'y': 472}}, {'name': 'orange', 'keypoint': {'x': 227, 'y': 367}}, {'name': 'yellow', 'keypoint': {'x': 439, 'y': 626}}, {'name': 'yellow', 'keypoint': {'x': 657, 'y': 555}}]
synthetic_image_79.png$[{'name': 'blue', 'keypoint': {'x': 159, 'y': 398}}, {'name': 'green', 'keypoint': {'x': 100, 'y': 526}}, {'name': 'green', 'keypoint': {'x': 458, 'y': 509}}, {'name': 'blue', 'keypoint': {'x': 477, 'y': 473}}, {'name': 'yellow', 'keypoint': {'x': 322, 'y': 434}}, {'name': 'orange', 'keypoint': {'x': 549, 'y': 557}}, {'name': 'green', 'keypoint': {'x': 165, 'y': 371}}, {'name': 'yellow', 'keypoint': {'x': 109, 'y': 631}}, {'name': 'blue', 'keypoint': {'x': 350, 'y': 397}}, {'name': 'green', 'keypoint': {'x': 561, 'y': 474}}]
synthetic_image_80.png$[{'name': 'orange', 'keypoint': {'x': 31, 'y': 410}}, {'name': 'yellow', 'keypoint': {'x': 262, 'y': 617}}, {'name': 'orange', 'keypoint': {'x': 703, 'y': 386}}, {'name': 'yellow', 'keypoint': {'x': 196, 'y': 484}}, {'name': 'yellow', 'keypoint': {'x': 36, 'y': 437}}, {'name': 'yellow', 'keypoint': {'x': 168, 'y': 370}}, {'name': 'green', 'keypoint': {'x': 71, 'y': 575}}, {'name': 'orange', 'keypoint': {'x': 408, 'y': 577}}, {'name': 'blue', 'keypoint': {'x': 438, 'y': 596}}, {'name': 'orange', 'keypoint': {'x': 516, 'y': 506}}]
synthetic_image_81.png$[{'name': 'green', 'keypoint': {'x': 57, 'y': 576}}, {'name': 'green', 'keypoint': {'x': 285, 'y': 520}}, {'name': 'blue', 'keypoint': {'x': 5, 'y': 502}}, {'name': 'orange', 'keypoint': {'x': 90, 'y': 585}}, {'name': 'green', 'keypoint': {'x': 11, 'y': 433}}, {'name': 'yellow', 'keypoint': {'x': 100, 'y': 569}}, {'name': 'orange', 'keypoint': {'x': 169, 'y': 464}}, {'name': 'blue', 'keypoint': {'x': 364, 'y': 525}}, {'name': 'orange', 'keypoint': {'x': 297, 'y': 414}}, {'name': 'orange', 'keypoint': {'x': 636, 'y': 387}}]
